gene,k,MD,LI,LS,tau,tau2,I2,pvalor,significativo,Pathway,UP/DOWN,Alteração
UBQLNL,3,"0,066612","-0,22498","0,358205",0,0,0,"0,654335",0,autophagy,UP,"1,05"
MCUR1,3,"0,065489","-0,21727","0,348244","0,213034","0,045383","72,8","0,649859",0,Mitochondrial Biogenesis (complete),UP,"1,05"
POMT2,3,"0,06456","-0,07918","0,208301",0,0,0,"0,378683",0,autophagy,UP,"1,05"
PRKN,3,"0,064368","-0,30937","0,438109","0,286344","0,081993","76,7","0,735693",0,Mitochondrial Biogenesis (complete),UP,"1,05"
CUL2,3,"0,064234","-0,06213","0,190597",0,0,0,"0,319092",0,autophagy,UP,"1,05"
TMEM59,3,"0,064191","-0,05374","0,182121",0,0,0,"0,286032",0,autophagy,UP,"1,05"
PPARGC1B,3,"0,063795","-0,08542","0,213013","0,045376","0,002059","11,2","0,40206",0,Mitochondrial Biogenesis (complete),UP,"1,05"
HSD17B10,3,"0,062681","-0,24996","0,375323","0,240161","0,057677","75,6","0,694354",0,Mitochondrial Biogenesis (complete),UP,"1,04"
UQCC2,3,"0,062375","-0,39392","0,518671","0,379218","0,143806","88,7","0,788755",0,Mitochondrial Biogenesis (complete),UP,"1,04"
PSMD4,3,"0,062107","-0,18035","0,304565","0,170107","0,028936",63,"0,615624",0,autophagy,UP,"1,04"
USP15,3,"0,062029","-0,37458","0,498636","0,363961","0,132468","89,5","0,780659",0,Mitophagy,UP,"1,04"
SIL1,2,"0,061983","-0,12414","0,248104",0,0,0,"0,513928",0,Mitochondrial Biogenesis (complete),UP,"1,04"
GRSF1,3,"0,061701","-0,13996","0,263364","0,140172","0,019648","64,6","0,54872",0,Mitochondrial Biogenesis (complete),UP,"1,04"
UFL1,3,"0,060978","-0,22873","0,350688","0,22027","0,048519","76,2","0,679941",0,autophagy,UP,"1,04"
ISCA2,3,"0,060923","-0,32406","0,44591","0,31306","0,098006","85,3","0,756437",0,Mitochondrial Biogenesis (complete),UP,"1,04"
USP30,3,"0,060588","-0,09391","0,215083",0,0,0,"0,442103",0,Mitophagy,UP,"1,04"
PSMD13,3,"0,06039","-0,19151","0,312291","0,197886","0,039159","79,2","0,638435",0,autophagy,UP,"1,04"
RPS27A,3,"0,060356","-0,28774","0,408451","0,259572","0,067378","71,8","0,733975",0,Mitophagy,UP,"1,04"
PSMA7,3,"0,060275","-0,24024","0,360793","0,240947","0,058056","82,6","0,694231",0,autophagy,UP,"1,04"
NFU1,3,"0,059698","-0,25718","0,376581","0,248265","0,061635","79,2","0,711943",0,Mitochondrial Biogenesis (complete),UP,"1,04"
COASY,3,"0,059522","-0,25179","0,370837","0,238983","0,057113",76,"0,707853",0,Mitochondrial Biogenesis (complete),UP,"1,04"
MIEF2,3,"0,059193","-0,08345","0,201832",0,0,0,"0,41601",0,Mitochondrial Biogenesis (complete),UP,"1,04"
HSPA2,3,"0,058817","-0,25162","0,369251","0,141441","0,020006","20,3","0,710374",0,Mitochondrial Biogenesis (complete),UP,"1,04"
ECHS1,3,"0,0588","-0,41072","0,528318","0,3955","0,15642","91,1","0,8061",0,autophagy,UP,"1,04"
TRIAP1,3,"0,058359","-0,33896","0,455678","0,310397","0,096346","79,6","0,77343",0,Mitochondrial Biogenesis (complete),UP,"1,04"
TOMM22,3,"0,057333","-0,20263","0,317296","0,203252","0,041311","78,6","0,665549",0,Mitochondrial Biogenesis (complete),UP,"1,04"
TECPR1,3,"0,056591","-0,10516","0,218342",0,0,0,"0,492877",0,Mitochondrial Biogenesis (complete),UP,"1,04"
DNM1L,3,"0,056406","-0,07521","0,18802",0,0,0,"0,400903",0,Mitochondrial Biogenesis (complete),UP,"1,04"
STK11,3,"0,055588","-0,20193","0,313111","0,179427","0,032194","62,3","0,672236",0,Autophagy,UP,"1,04"
YY2,3,"0,055246","-0,27562","0,386112","0,185196","0,034297","32,4","0,743467",0,Mitochondrial Biogenesis (complete),UP,"1,04"
POP5,3,"0,055147","-0,26092","0,371218","0,230949","0,053337","68,7","0,732371",0,Mitochondrial Biogenesis (complete),UP,"1,04"
GABARAP,3,"0,054898","-0,32704","0,436832","0,317686","0,100924","88,8","0,778156",0,Mitochondrial Biogenesis (complete),UP,"1,04"
CDA,3,"0,054165","-0,26143","0,36976",0,0,0,"0,736574",0,autophagy,UP,"1,04"
POLDIP2,3,"0,054125","-0,11156","0,219805","0,096845","0,009379","43,7","0,521983",0,Mitochondrial Biogenesis (complete),UP,"1,04"
TBC1D14,3,"0,054099","-0,07591","0,184106",0,0,0,"0,414726",0,autophagy,UP,"1,04"
ETFA,3,"0,053989","-0,26721","0,375187","0,267113","0,071349","88,7","0,741816",0,autophagy,UP,"1,04"
NDFIP1,3,"0,053952","-0,1419","0,249802","0,138183","0,019095","64,4","0,589241",0,autophagy,UP,"1,04"
FBXO44,3,"0,053742","-0,24981","0,35729","0,181719","0,033022","44,8","0,728584",0,autophagy,UP,"1,04"
RPS6KB2,3,"0,053742","-0,12196","0,229441","0,070931","0,005031","20,5","0,548827",0,Autophagy,UP,"1,04"
TBK1,3,"0,053711","-0,26668","0,374102","0,253165","0,064093",80,"0,742472",0,Autophagy,UP,"1,04"
MCCC2,3,"0,052903","-0,06499","0,170791",0,0,0,"0,3791",0,autophagy,UP,"1,04"
TIMM23,3,"0,052851","-0,19514","0,300842","0,180823","0,032697","68,2","0,676159",0,Mitochondrial Biogenesis (complete),UP,"1,04"
SLC25A5,3,"0,052844","-0,38354","0,489232","0,357025","0,127467","88,8","0,812388",0,Mitochondrial Biogenesis (complete),UP,"1,04"
TOLLIP,3,"0,052829","-0,1727","0,278359","0,153643","0,023606","59,6","0,646153",0,autophagy,UP,"1,04"
SPSB2,3,"0,052684","-0,30982","0,415186","0,243482","0,059283","57,3","0,775756",0,autophagy,UP,"1,04"
PRUNE1,3,"0,052562","-0,08583","0,190958","0,072845","0,005306","35,4","0,45664",0,autophagy,UP,"1,04"
ADH7,2,"0,052447","-0,628","0,732898",0,0,0,"0,879919",0,autophagy,UP,"1,04"
ERAP2,3,"0,052427","-0,6996","0,804453","0,629424","0,396175","90,9","0,891314",0,autophagy,UP,"1,04"
RNF167,3,"0,052418","-0,30417","0,409002","0,291275","0,084841","85,5","0,773254",0,autophagy,UP,"1,04"
DPYSL4,3,"0,052397","-0,36007","0,464861","0,300561","0,090337","73,5","0,803373",0,autophagy,UP,"1,04"
RAF1,3,"0,05197","-0,12472","0,228656","0,122818","0,015084","62,4","0,564267",0,Autophagy,UP,"1,04"
SFXN4,3,"0,050796","-0,51107","0,612663","0,479911","0,230314","93,6","0,859354",0,Mitochondrial Biogenesis (complete),UP,"1,04"
ATCAY,3,"0,050755","-0,19592","0,297425",0,0,0,"0,686736",0,autophagy,UP,"1,04"
DNASE1L2,3,"0,050536","-0,18611","0,287179",0,0,0,"0,675536",0,autophagy,UP,"1,04"
NOA1,3,"0,050524","-0,43349","0,534535","0,402982","0,162394","89,5","0,837888",0,Mitochondrial Biogenesis (complete),UP,"1,04"
VPS36,3,"0,049847","-0,08248","0,182173",0,0,0,"0,460318",0,autophagy,UP,"1,04"
NDUFAF3,3,"0,049482","-0,56412","0,663081","0,526039","0,276717","94,2","0,87441",0,Mitochondrial Biogenesis (complete),UP,"1,03"
TIMM8A,3,"0,049425","-0,1677","0,266546","0,121062","0,014656","39,5","0,655474",0,Mitochondrial Biogenesis (complete),UP,"1,03"
RNF149,3,"0,048471","-0,09279","0,189732","0,032414","0,001051","6,1","0,501247",0,autophagy,UP,"1,03"
CNOT6,3,"0,048446","-0,16357","0,260457","0,119231","0,014216","40,2","0,654248",0,autophagy,UP,"1,03"
RSPRY1,3,"0,048322","-0,11511","0,211753","0,079463","0,006314","29,4","0,562242",0,autophagy,UP,"1,03"
NDUFAF7,3,"0,04831","-0,083","0,179622",0,0,0,"0,470856",0,Mitochondrial Biogenesis (complete),UP,"1,03"
TMEM126B,3,"0,04817","-0,16055","0,256887","0,150237","0,022571","66,5","0,651016",0,Mitochondrial Biogenesis (complete),UP,"1,03"
PTEN,3,"0,048134","-0,09403","0,190298",0,0,0,"0,506931",0,Autophagy,UP,"1,03"
SKIV2L,3,"0,048086","-0,29055","0,386726","0,215363","0,046381",52,"0,780768",0,autophagy,UP,"1,03"
FXR2,3,"0,048007","-0,06988","0,165897",0,0,0,"0,424791",0,autophagy,UP,"1,03"
SGTA,3,"0,047855","-0,23962","0,335335","0,224639","0,050463","78,5","0,74422",0,autophagy,UP,"1,03"
DNAJB12,3,"0,047378","-0,31598","0,410738","0,290797","0,084563","83,1","0,798291",0,autophagy,UP,"1,03"
DHX30,3,"0,047368","-0,23497","0,329705","0,213159","0,045437","73,6","0,742284",0,Mitochondrial Biogenesis (complete),UP,"1,03"
PHB1,3,"0,047316","-0,2171","0,311733","0,204686","0,041896",77,"0,725793",0,Mitochondrial Biogenesis (complete),UP,"1,03"
WIPI2,2,"0,047292","-0,09285","0,187438",0,0,0,"0,508356",0,Mitochondrial Biogenesis (complete),UP,"1,03"
MAPK8,3,"0,047175","-0,39757","0,491918","0,347164","0,120523","78,1","0,835304",0,Autophagy,UP,"1,03"
OPTN,3,"0,046378","-0,18433","0,277083","0,164362","0,027015","66,1","0,693574",0,Mitophagy,UP,"1,03"
FXN,3,"0,045994","-0,13977","0,231758","0,083012","0,006891","25,5","0,627478",0,Mitochondrial Biogenesis (complete),UP,"1,03"
RNF130,3,"0,0456","-0,08525","0,176447",0,0,0,"0,494572",0,autophagy,UP,"1,03"
TIMM17B,3,"0,045592","-0,31081","0,401999","0,281697","0,079353",82,"0,802025",0,Mitochondrial Biogenesis (complete),UP,"1,03"
PLAA,3,"0,045345","-0,08945","0,180143","0,060147","0,003618","25,3","0,509682",0,autophagy,UP,"1,03"
SHMT2,3,"0,045303","-1,12606","1,216667","1,017477","1,035259","98,1","0,939576",0,autophagy,UP,"1,03"
ABHD2,3,"0,045179","-0,0824","0,172762",0,0,0,"0,487636",0,autophagy,UP,"1,03"
PCK2,3,"0,044881","-1,2574","1,347158","1,11369","1,240306","94,6","0,946145",0,autophagy,UP,"1,03"
DNASE2,3,"0,044729","-0,11233","0,201786",0,0,0,"0,576704",0,autophagy,UP,"1,03"
MCU,3,"0,04429","-0,17754","0,266123","0,135638","0,018398","48,9","0,695554",0,Mitochondrial Biogenesis (complete),UP,"1,03"
CHIT1,3,"0,04422","-0,33292","0,421364","0,139152","0,019363","11,2","0,81824",0,autophagy,UP,"1,03"
MPC2,3,"0,043797","-0,43636","0,523953","0,404019","0,163232","90,9","0,85811",0,Mitochondrial Biogenesis (complete),UP,"1,03"
MTERF1,3,"0,043774","-0,19785","0,285401","0,162998","0,026568","58,4","0,722532",0,Mitochondrial Biogenesis (complete),UP,"1,03"
MAPK9,3,"0,043698","-0,18123","0,268621","0,156635","0,024535","62,2","0,703362",0,Autophagy,UP,"1,03"
TOMM40,3,"0,043506","-0,41924","0,506249","0,386623","0,149477","89,6","0,8538",0,Mitochondrial Biogenesis (complete),UP,"1,03"
MTRFR,3,"0,043474","-0,14595","0,232894","0,134805","0,018173","64,9","0,652826",0,Mitochondrial Biogenesis (complete),UP,"1,03"
GATC,3,"0,043408","-0,08994","0,176759",0,0,0,"0,523462",0,Mitochondrial Biogenesis (complete),UP,"1,03"
CCDC22,3,"0,043262","-0,28941","0,37593","0,237372","0,056346","65,6","0,798811",0,autophagy,UP,"1,03"
RHEB,3,"0,042183","-0,18197","0,266337","0,166717","0,027795","70,8","0,712241",0,Autophagy,UP,"1,03"
ANAPC7,3,"0,041877","-0,29694","0,380691","0,264188","0,069795","82,6","0,808585",0,autophagy,UP,"1,03"
TRAPPC8,3,"0,041638","-0,08174","0,165012",0,0,0,"0,508299",0,autophagy,UP,"1,03"
RNF5,3,"0,041508","-0,42026","0,503276","0,389403","0,151635","91,5","0,860152",0,autophagy,UP,"1,03"
NUDT16,3,"0,04124","-0,15066","0,233137","0,100089","0,010018","33,5","0,673599",0,autophagy,UP,"1,03"
TP53,3,"0,040807","-0,35839","0,440008","0,331791","0,110085","88,5","0,841204",0,Mitophagy,UP,"1,03"
MGME1,3,"0,040642","-0,11438","0,195661",0,0,0,"0,607346",0,Mitochondrial Biogenesis (complete),UP,"1,03"
TENT4A,3,"0,040592","-0,11296","0,194148",0,0,0,"0,60437",0,autophagy,UP,"1,03"
FBXL16,3,"0,040064","-0,22446","0,304587","0,088874","0,007899","9,5","0,766579",0,autophagy,UP,"1,03"
LPIN1,3,"0,039611","-0,14134","0,220559",0,0,0,"0,667882",0,autophagy,UP,"1,03"
NAGA,3,"0,039262","-0,15479","0,233309","0,058859","0,003464","10,6","0,691686",0,autophagy,UP,"1,03"
KCTD2,3,"0,039221","-0,19893","0,277374","0,174917","0,030596","69,3","0,746854",0,autophagy,UP,"1,03"
TMEM259,3,"0,038979","-0,33612","0,414079","0,304961","0,093001","85,8","0,838607",0,autophagy,UP,"1,03"
HBG1,3,"0,038345","-0,43102","0,507712",0,0,0,"0,872785",0,autophagy,UP,"1,03"
TNRC6A,3,"0,038276","-0,16509","0,241647",0,0,0,"0,71221",0,autophagy,UP,"1,03"
ENPP2,3,"0,037833","-1,79151","1,867178","1,524371","2,323706",91,"0,967667",0,autophagy,UP,"1,03"
FBXL4,3,"0,037655","-0,09861","0,173918","0,041595","0,00173","11,4","0,588075",0,Mitochondrial Biogenesis (complete),UP,"1,03"
MAEA,3,"0,037069","-0,24959","0,323727","0,229011","0,052446","82,2","0,799915",0,autophagy,UP,"1,03"
ENPP1,3,"0,036732","-0,15446","0,227929",0,0,0,"0,706508",0,autophagy,UP,"1,03"
PSMD3,3,"0,036588","-0,23827","0,311445","0,212084","0,044979","76,4","0,794166",0,autophagy,UP,"1,03"
PET100,3,"0,036555","-0,29723","0,370339","0,237116","0,056224","64,7","0,830037",0,Mitochondrial Biogenesis (complete),UP,"1,03"
RBCK1,3,"0,036522","-0,14137","0,214418","0,103128","0,010635",43,"0,687396",0,autophagy,UP,"1,03"
ARG2,3,"0,036438","-0,20814","0,281014","0,134635","0,018127",38,"0,770282",0,autophagy,UP,"1,03"
RCC1L,3,"0,035763","-0,12833","0,199855","0,073746","0,005438","25,7","0,669254",0,Mitochondrial Biogenesis (complete),UP,"1,03"
PSMA4,3,"0,035707","-0,18692","0,258331","0,161806","0,026181","67,9","0,753244",0,autophagy,UP,"1,03"
TOMM70,3,"0,035674","-0,10308","0,17443","0,068149","0,004644","30,6","0,614319",0,Mitochondrial Biogenesis (complete),UP,"1,03"
LYRM7,3,"0,03559","-0,43386","0,505038","0,396455","0,157177","91,4","0,881876",0,Mitochondrial Biogenesis (complete),UP,"1,02"
PSMD14,3,"0,035326","-0,34784","0,418495","0,319138","0,101849","89,2","0,856603",0,autophagy,UP,"1,02"
BCKDHB,3,"0,035315","-0,09525","0,165878",0,0,0,"0,596007",0,autophagy,UP,"1,02"
ACOX1,3,"0,035176","-0,08745","0,157802",0,0,0,"0,573956",0,autophagy,UP,"1,02"
DCP1B,3,"0,03494","-0,14397","0,213849",0,0,0,"0,701882",0,autophagy,UP,"1,02"
CYP2S1,3,"0,034795","-0,18646","0,25605",0,0,0,"0,757903",0,autophagy,UP,"1,02"
ANAPC11,3,"0,034583","-0,35271","0,421879","0,320138","0,102488","87,7","0,861066",0,autophagy,UP,"1,02"
UBE2A,3,"0,034459","-0,19392","0,262834","0,173868","0,03023","74,2","0,767431",0,autophagy,UP,"1,02"
POLR2G,3,"0,034156","-0,14332","0,21163","0,033443","0,001118","4,5","0,706015",0,autophagy,UP,"1,02"
PINK1,3,"0,034074","-0,0903","0,158453",0,0,0,"0,591297",0,Mitochondrial Biogenesis (complete),UP,"1,02"
FBXL13,3,"0,03395","-0,6449","0,712803","0,557364","0,310655","88,8","0,921916",0,autophagy,UP,"1,02"
SYNCRIP,3,"0,033937","-0,13111","0,19898","0,087894","0,007725","36,1","0,686931",0,autophagy,UP,"1,02"
NEDD8,3,"0,033866","-0,23249","0,300223","0,195086","0,038059",69,"0,8032",0,autophagy,UP,"1,02"
RNF148,3,"0,033781","-0,22476","0,292318",0,0,0,"0,797874",0,autophagy,UP,"1,02"
ITCH,3,"0,033589","-0,17487","0,242052","0,141805","0,020109","59,5","0,752146",0,autophagy,UP,"1,02"
GATB,3,"0,033306","-0,19057","0,257181","0,148198","0,021963","56,5","0,770603",0,Mitochondrial Biogenesis (complete),UP,"1,02"
FIS1,3,"0,032785","-0,28663","0,352202","0,254191","0,064613","81,1","0,840564",0,Mitochondrial Biogenesis (complete),UP,"1,02"
PSMA3,3,"0,032694","-0,23362","0,299012","0,20345","0,041392","74,9","0,809853",0,autophagy,UP,"1,02"
TSFM,3,"0,032687","-0,18107","0,246443","0,145223","0,02109","59,2","0,764388",0,Mitochondrial Biogenesis (complete),UP,"1,02"
RRAGA,3,"0,032585","-0,1181","0,183269","0,077143","0,005951","33,3","0,671676",0,Autophagy,UP,"1,02"
MFN2,3,"0,032282","-0,22645","0,291013","0,205986","0,04243","81,5","0,806807",0,Mitochondrial Biogenesis (complete),UP,"1,02"
FBXL2,3,"0,032072","-0,21118","0,275324","0,142804","0,020393","44,1","0,796081",0,autophagy,UP,"1,02"
MRTO4,3,"0,032069","-0,31122","0,375358","0,254986","0,065018","71,1","0,854724",0,autophagy,UP,"1,02"
EXOSC6,3,"0,031785","-0,54801","0,611578","0,474373","0,225029","88,2","0,914432",0,autophagy,UP,"1,02"
DARS2,3,"0,03169","-0,10717","0,170548",0,0,0,"0,654656",0,Mitochondrial Biogenesis (complete),UP,"1,02"
UBE2G1,3,"0,031608","-0,082","0,145214",0,0,0,"0,585541",0,autophagy,UP,"1,02"
CYP2J2,3,"0,031372","-0,14634","0,209082",0,0,0,"0,729336",0,autophagy,UP,"1,02"
HSPE1,2,"0,031213","-0,64205","0,704473","0,468388","0,219387",93,"0,927598",0,Mitochondrial Biogenesis (complete),UP,"1,02"
RELA,3,"0,03118","-0,10139","0,163748",0,0,0,"0,644799",0,Mitophagy,UP,"1,02"
BOLA3,3,"0,030586","-0,54444","0,605611","0,475243","0,225856","87,7","0,916967",0,Mitochondrial Biogenesis (complete),UP,"1,02"
UBXN11,3,"0,029515","-0,15447","0,213502","0,073809","0,005448","19,3","0,753202",0,autophagy,UP,"1,02"
TACO1,3,"0,029416","-0,34412","0,402947","0,300883","0,09053","83,7","0,877333",0,Mitochondrial Biogenesis (complete),UP,"1,02"
PIK3R3,3,"0,029378","-0,67222","0,730977","0,595467","0,354581","94,3","0,93459",0,Autophagy,UP,"1,02"
NDUFAF2,3,"0,029262","-0,405","0,463522","0,357978","0,128148","87,7","0,894926",0,Mitochondrial Biogenesis (complete),UP,"1,02"
CDC34,3,"0,028778","-0,25674","0,314298","0,213001","0,045369","71,5","0,843396",0,autophagy,UP,"1,02"
SMPD4,2,"0,028681","-0,13662","0,193986","0,043725","0,001912","11,7","0,733811",0,autophagy,UP,"1,02"
MRPS22,3,"0,028397","-0,18136","0,238157","0,138349","0,01914","55,7","0,790744",0,Mitochondrial Biogenesis (complete),UP,"1,02"
CDC16,3,"0,028271","-0,14061","0,197148","0,09588","0,009193","41,2","0,742824",0,autophagy,UP,"1,02"
SIAH3,3,"0,028117","-0,29414","0,350372","0,112554","0,012668","7,6","0,864217",0,autophagy,UP,"1,02"
PSMD1,3,"0,028013","-0,07834","0,134366",0,0,0,"0,605673",0,autophagy,UP,"1,02"
CSNK2B,3,"0,027931","-0,18333","0,239187",0,0,0,"0,79553",0,Mitophagy,UP,"1,02"
TBC1D15,3,"0,027906","-0,09948","0,155295",0,0,0,"0,667656",0,Mitophagy,UP,"1,02"
SUPT20H,3,"0,027843","-0,09077","0,146458",0,0,0,"0,645461",0,Autophagy,UP,"1,02"
TNRC6B,3,"0,02587","-0,09678","0,148517",0,0,0,"0,679295",0,autophagy,UP,"1,02"
SUMO1,3,"0,025277","-0,25324","0,303791","0,176524","0,031161","54,1","0,858817",0,Mitochondrial Biogenesis (complete),UP,"1,02"
UBE2J2,3,"0,025055","-0,14368","0,193792",0,0,0,"0,771027",0,autophagy,UP,"1,02"
MTOR,3,"0,024914","-0,0914","0,14123",0,0,0,"0,674614",0,Autophagy,UP,"1,02"
ATP5MK,3,"0,024805","-0,37667","0,426284","0,329851","0,108801","86,5","0,903613",0,Mitochondrial Biogenesis (complete),UP,"1,02"
CYP2C19,3,"0,024048","-0,24967","0,29777",0,0,0,"0,86328",0,autophagy,UP,"1,02"
RNF146,3,"0,023766","-0,11439","0,161924","0,051834","0,002687","17,6","0,736002",0,autophagy,UP,"1,02"
DHX34,3,"0,023616","-0,14988","0,197117",0,0,0,"0,789636",0,autophagy,UP,"1,02"
MRPL32,3,"0,023549","-0,24231","0,289406","0,199673","0,039869","72,8","0,862169",0,Mitochondrial Biogenesis (complete),UP,"1,02"
ULK1,3,"0,02264","-0,12177","0,167047",0,0,0,"0,758625",0,Mitochondrial Biogenesis (complete),UP,"1,02"
ACAT1,2,"0,022453","-0,42113","0,466038","0,294253","0,086585","84,4","0,920973",0,autophagy,UP,"1,02"
UBE2G2,3,"0,022429","-0,10154","0,1464",0,0,0,"0,722882",0,autophagy,UP,"1,02"
JUN,3,"0,022077","-0,13551","0,179662",0,0,0,"0,783633",0,Mitophagy,UP,"1,02"
FBXL15,3,"0,021814","-0,36572","0,409343","0,290122","0,084171","72,5","0,912151",0,autophagy,UP,"1,02"
CYP2A13,2,"0,021759","-0,15868","0,202197",0,0,0,"0,813159",0,autophagy,UP,"1,02"
ECI1,3,"0,021723","-0,36461","0,408061","0,312723","0,097795","84,3","0,912243",0,autophagy,UP,"1,02"
LIX1L,3,"0,021096","-0,24372","0,285914","0,196505","0,038614","71,2","0,875927",0,autophagy,UP,"1,01"
UROC1,3,"0,020906","-0,23386","0,275672",0,0,0,"0,872221",0,autophagy,UP,"1,01"
UGGT2,3,"0,020699","-0,15589","0,197289","0,097949","0,009594",39,"0,818294",0,autophagy,UP,"1,01"
MTERF2,3,"0,020676","-0,12868","0,170034",0,0,0,"0,786142",0,Mitochondrial Biogenesis (complete),UP,"1,01"
CUL1,3,"0,019664","-0,09289","0,132222",0,0,0,"0,732036",0,autophagy,UP,"1,01"
COA4,3,"0,019661","-0,28142","0,320746","0,228375","0,052155","74,4","0,898159",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ULK2,3,"0,019111","-0,2132","0,25142","0,118468","0,014035",33,"0,871904",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ANXA9,3,"0,019023","-0,34564","0,383688","0,260847","0,068041","65,7","0,918563",0,autophagy,UP,"1,01"
COA1,3,"0,01895","-0,28376","0,321663","0,239901","0,057552","80,6","0,902347",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ADPRH,3,"0,018842","-0,25107","0,288752",0,0,0,"0,89117",0,autophagy,UP,"1,01"
WWP1,3,"0,018827","-0,26243","0,300086","0,205431","0,042202","68,6","0,895616",0,autophagy,UP,"1,01"
ENDOG,3,"0,018588","-0,48907","0,526241","0,404542","0,163654","84,5","0,942788",0,Mitochondrial Biogenesis (complete),UP,"1,01"
PSME3,3,"0,018023","-0,31126","0,347309","0,26285","0,06909","82,8","0,914571",0,autophagy,UP,"1,01"
DFFB,3,"0,017735","-0,18812","0,223589",0,0,0,"0,865904",0,autophagy,UP,"1,01"
RNF150,3,"0,017311","-0,22699","0,261612","0,161126","0,025962","55,7","0,889544",0,autophagy,UP,"1,01"
LDHD,3,"0,017183","-0,43767","0,472036","0,345087","0,119085","75,5","0,940976",0,autophagy,UP,"1,01"
UBXN2A,3,"0,016874","-0,26585","0,299597","0,227726","0,051859","83,3","0,906878",0,autophagy,UP,"1,01"
EIF2AK3,3,"0,016544","-0,27431","0,307401","0,211214","0,044611","68,4","0,911234",0,Mitophagy,UP,"1,01"
SLC25A37,3,"0,016403","-0,1769","0,209709","0,114846","0,01319",45,"0,867906",0,Mitochondrial Biogenesis (complete),UP,"1,01"
TP53INP2,3,"0,015974","-0,10251","0,134463","0,029181","0,000852","6,9","0,791593",0,Autophagy,UP,"1,01"
CHIA,3,"0,015864","-0,36985","0,401573",0,0,0,"0,935748",0,autophagy,UP,"1,01"
PPP2CB,3,"0,015063","-0,15801","0,188137","0,120601","0,014545","62,3","0,864548",0,Autophagy,UP,"1,01"
PRPF18,3,"0,014993","-0,14786","0,177845","0,073548","0,005409","25,5","0,856799",0,autophagy,UP,"1,01"
HBA2,2,"0,014831","-0,34416","0,373823",0,0,0,"0,935463",0,autophagy,UP,"1,01"
ZFYVE1,3,"0,014718","-0,11144","0,14088",0,0,0,"0,819138",0,Mitochondrial Biogenesis (complete),UP,"1,01"
GUSB,3,"0,014361","-0,13114","0,159861",0,0,0,"0,846603",0,autophagy,UP,"1,01"
PSMB2,3,"0,014274","-0,17143","0,199974","0,113058","0,012782","47,5","0,880248",0,autophagy,UP,"1,01"
PET117,2,"0,014023","-0,48125","0,509293","0,255855","0,065462","46,4","0,955744",0,Mitochondrial Biogenesis (complete),UP,"1,01"
MFF,3,"0,013968","-0,10013","0,128067",0,0,0,"0,810369",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ACOT8,3,"0,013952","-0,20381","0,231713","0,119197","0,014208","38,2","0,90007",0,autophagy,UP,"1,01"
MIOX,3,"0,013707","-0,21373","0,241144",0,0,0,"0,90597",0,autophagy,UP,"1,01"
PDE2A,3,"0,01351","-0,26166","0,288683",0,0,0,"0,92334",0,autophagy,UP,"1,01"
NPLOC4,3,"0,013286","-0,13423","0,160808","0,072749","0,005292","30,6","0,85988",0,autophagy,UP,"1,01"
PLA2G4E,3,"0,013256","-0,26332","0,289833",0,0,0,"0,925156",0,autophagy,UP,"1,01"
PARL,3,"0,013211","-0,20648","0,232901","0,160974","0,025912","68,9","0,906175",0,Mitochondrial Biogenesis (complete),UP,"1,01"
SUMO2,3,"0,013206","-0,37352","0,39993","0,319387","0,102008","87,7","0,946636",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ADRM1,3,"0,013185","-0,25898","0,285346","0,2015","0,040602","70,4","0,924352",0,autophagy,UP,"1,01"
FBXL8,3,"0,013176","-0,35569","0,382038","0,243391","0,059239",56,"0,944184",0,autophagy,UP,"1,01"
EXOSC4,3,"0,012591","-0,22461","0,249791","0,140237","0,019666","44,5","0,917135",0,autophagy,UP,"1,01"
PYGM,3,"0,012562","-0,19882","0,223943","0,109878","0,012073","34,2","0,907274",0,autophagy,UP,"1,01"
UBQLN2,3,"0,012498","-0,11151","0,136507",0,0,0,"0,843403",0,autophagy,UP,"1,01"
GOT2,3,"0,011969","-0,2527","0,276643","0,208229","0,043359","80,2","0,929371",0,autophagy,UP,"1,01"
TRPC4AP,3,"0,011674","-0,10433","0,127677",0,0,0,"0,843628",0,autophagy,UP,"1,01"
CLEC16A,3,"0,011604","-0,21676","0,239967","0,158647","0,025169","62,1","0,920668",0,Mitochondrial Biogenesis (complete),UP,"1,01"
BOLA1,3,"0,01153","-0,34793","0,37099","0,25456","0,064801","66,5","0,949872",0,Mitochondrial Biogenesis (complete),UP,"1,01"
RARS1,3,"0,010663","-0,09915","0,120473",0,0,0,"0,849061",0,Mitochondrial Biogenesis (complete),UP,"1,01"
ANAPC5,3,"0,010453","-0,10733","0,128236","0,033294","0,001108","9,8","0,861913",0,autophagy,UP,"1,01"
RPP30,3,"0,010178","-0,37666","0,397012","0,309493","0,095786","83,2","0,958871",0,Mitochondrial Biogenesis (complete),UP,"1,01"
YOD1,3,"0,009335","-0,21309","0,231755","0,142889","0,020417","52,8","0,934439",0,autophagy,UP,"1,01"
TKFC,3,"0,009119","-0,17796","0,196203","0,059916","0,00359","12,6","0,923888",0,autophagy,UP,"1,01"
PSMB6,3,"0,008604","-0,20288","0,220084","0,137902","0,019017","54,5","0,93644",0,autophagy,UP,"1,01"
